cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien,day
64.37,Cielo nublado,6,Noreste,33.99,20220531T00,13,54,20.2846,-99.0156,3,Hidalgo,San Salvador,8.14,95.0,29.55,23.04,11.43,12.34,2022-05-31
77.33,Cielo nublado,6,Este,72.92,20220528T00,13,55,20.3826,-98.964,0,Hidalgo,Santiago de Anaya,0.15,0.0,33.23,23.7,10.24,11.78,2022-05-28
78.9,Cielo nublado,6,Noreste,60.93,20220529T00,13,55,20.3826,-98.964,1,Hidalgo,Santiago de Anaya,0.0,0.0,30.61,24.25,10.49,9.15,2022-05-29
79.61,Cielo nublado,6,Noreste,57.9,20220530T00,13,55,20.3826,-98.964,2,Hidalgo,Santiago de Anaya,0.7,95.0,36.46,25.25,13.26,10.59,2022-05-30
62.06,Cielo nublado,6,Noreste,37.25,20220531T00,13,55,20.3826,-98.964,3,Hidalgo,Santiago de Anaya,9.12,95.0,27.98,21.58,11.72,11.68,2022-05-31
22.56,Poco nuboso,6,Sureste,148.49,20220528T00,5,19,28.4101,-100.8866,0,Coahuila,Morelos,0.0,0.0,64.81,38.33,22.37,23.68,2022-05-28
17.35,Poco nuboso,6,Sureste,136.81,20220529T00,5,19,28.4101,-100.8866,1,Coahuila,Morelos,0.0,0.0,66.99,38.29,22.77,25.58,2022-05-29
8.17,Despejado,6,Sureste,131.98,20220530T00,5,19,28.4101,-100.8866,2,Coahuila,Morelos,0.16,0.0,62.63,38.01,24.03,26.25,2022-05-30
20.77,Poco nuboso,6,Sureste,127.6,20220531T00,5,19,28.4101,-100.8866,3,Coahuila,Morelos,0.39,0.0,57.6,35.82,22.07,27.17,2022-05-31
82.93,Cielo cubierto,6,Este,79.72,20220528T00,13,56,20.0392,-98.357,0,Hidalgo,Santiago Tulantepec de Lugo Guerrero,0.17,0.0,25.37,23.48,8.6,10.2,2022-05-28
76.35,Cielo nublado,6,Este,70.29,20220529T00,13,56,20.0392,-98.357,1,Hidalgo,Santiago Tulantepec de Lugo Guerrero,0.21,13.33,24.15,24.99,10.17,7.79,2022-05-29
88.29,Cielo cubierto,6,Noreste,43.13,20220530T00,13,56,20.0392,-98.357,2,Hidalgo,Santiago Tulantepec de Lugo Guerrero,1.83,95.0,25.58,25.54,12.21,9.75,2022-05-30
89.65,Cielo cubierto,6,Noreste,44.3,20220531T00,13,56,20.0392,-98.357,3,Hidalgo,Santiago Tulantepec de Lugo Guerrero,6.63,95.0,26.72,19.96,10.3,10.23,2022-05-31
81.87,Cielo cubierto,6,Noreste,64.22,20220528T00,13,57,19.9675,-98.5172,0,Hidalgo,Singuilucan,0.15,1.67,26.36,22.99,7.33,10.74,2022-05-28
77.79,Cielo nublado,6,Noreste,59.34,20220529T00,13,57,19.9675,-98.5172,1,Hidalgo,Singuilucan,0.16,1.67,23.32,24.31,9.03,8.26,2022-05-29
89.29,Cielo cubierto,6,Noreste,46.6,20220530T00,13,57,19.9675,-98.5172,2,Hidalgo,Singuilucan,2.93,95.0,25.99,24.94,10.69,10.46,2022-05-30
89.44,Cielo cubierto,6,Noreste,42.3,20220531T00,13,57,19.9675,-98.5172,3,Hidalgo,Singuilucan,7.44,95.0,28.89,19.67,9.35,11.07,2022-05-31
69.24,Cielo nublado,6,Este,68.33,20220528T00,13,58,20.5517,-99.3124,0,Hidalgo,Tasquillo,0.0,0.0,31.15,27.9,12.71,12.09,2022-05-28
57.21,Cielo nublado,6,Noreste,55.44,20220529T00,13,58,20.5517,-99.3124,1,Hidalgo,Tasquillo,0.0,0.0,29.53,28.94,13.29,9.24,2022-05-29
67.58,Cielo nublado,6,Noreste,51.47,20220530T00,13,58,20.5517,-99.3124,2,Hidalgo,Tasquillo,0.4,95.0,29.8,29.96,16.71,9.95,2022-05-30
61.18,Cielo nublado,6,Noreste,42.72,20220531T00,13,58,20.5517,-99.3124,3,Hidalgo,Tasquillo,5.91,95.0,28.62,26.18,15.59,12.56,2022-05-31
70.29,Cielo nublado,6,Este,69.31,20220528T00,13,59,20.5339,-99.6349,0,Hidalgo,Tecozautla,0.0,0.0,32.35,27.84,13.06,12.63,2022-05-28
57.45,Cielo nublado,6,Noreste,57.65,20220529T00,13,59,20.5339,-99.6349,1,Hidalgo,Tecozautla,0.0,0.0,34.29,28.82,13.65,9.98,2022-05-29
62.6,Cielo nublado,6,Noreste,50.85,20220530T00,13,59,20.5339,-99.6349,2,Hidalgo,Tecozautla,0.56,95.0,32.79,29.53,16.1,11.01,2022-05-30
56.96,Cielo nublado,6,Noreste,50.56,20220531T00,13,59,20.5339,-99.6349,3,Hidalgo,Tecozautla,6.39,94.17,32.4,25.59,15.32,13.44,2022-05-31
83.46,Cielo cubierto,6,Sureste,129.16,20220528T00,13,60,20.3381,-98.2267,0,Hidalgo,Tenango de Doria,0.81,95.0,19.04,27.27,13.19,9.23,2022-05-28
78.7,Cielo nublado,6,Sureste,126.05,20220529T00,13,60,20.3381,-98.2267,1,Hidalgo,Tenango de Doria,0.48,95.0,17.47,27.6,14.63,6.89,2022-05-29
86.8,Cielo cubierto,6,Sureste,147.45,20220530T00,13,60,20.3381,-98.2267,2,Hidalgo,Tenango de Doria,3.8,95.0,16.36,26.79,16.16,6.09,2022-05-30
81.98,Cielo cubierto,6,Sureste,125.5,20220531T00,13,60,20.3381,-98.2267,3,Hidalgo,Tenango de Doria,19.52,95.0,13.49,21.67,14.14,5.46,2022-05-31
83.74,Cielo cubierto,6,Noreste,51.48,20220528T00,13,61,19.7857,-98.5537,0,Hidalgo,Tepeapulco,0.03,0.0,27.7,22.66,6.66,10.93,2022-05-28
78.93,Cielo nublado,6,Este,80.6,20220529T00,13,61,19.7857,-98.5537,1,Hidalgo,Tepeapulco,0.17,2.22,25.02,23.92,8.79,7.9,2022-05-29
89.42,Cielo cubierto,6,Este,75.66,20220530T00,13,61,19.7857,-98.5537,2,Hidalgo,Tepeapulco,3.73,95.0,26.44,24.76,10.15,10.41,2022-05-30
89.95,Cielo cubierto,6,Noreste,41.72,20220531T00,13,61,19.7857,-98.5537,3,Hidalgo,Tepeapulco,6.83,95.0,30.14,19.88,9.59,11.61,2022-05-31
71.03,Cielo nublado,6,Sureste,116.12,20220528T00,13,62,21.0141,-98.8437,0,Hidalgo,Tepehuacán de Guerrero,0.18,0.0,29.27,30.08,15.75,7.53,2022-05-28
53.44,Cielo nublado,6,Sureste,125.58,20220529T00,13,62,21.0141,-98.8437,1,Hidalgo,Tepehuacán de Guerrero,0.21,0.0,22.18,30.22,17.21,6.39,2022-05-29
81.16,Cielo cubierto,6,Sureste,156.7,20220530T00,13,62,21.0141,-98.8437,2,Hidalgo,Tepehuacán de Guerrero,3.46,95.0,16.89,29.64,19.0,5.47,2022-05-30
60.18,Cielo nublado,6,Sureste,153.9,20220531T00,13,62,21.0141,-98.8437,3,Hidalgo,Tepehuacán de Guerrero,22.17,95.0,11.01,24.85,16.5,4.75,2022-05-31
79.6,Cielo nublado,6,Sureste,125.27,20220528T00,13,63,19.9052,-99.3418,0,Hidalgo,Tepeji del Río de Ocampo,0.0,0.0,30.42,23.86,8.12,10.23,2022-05-28
80.67,Cielo cubierto,6,Sureste,117.5,20220529T00,13,63,19.9052,-99.3418,1,Hidalgo,Tepeji del Río de Ocampo,0.0,0.0,32.55,24.38,9.1,7.99,2022-05-29
88.0,Cielo cubierto,6,Sureste,128.55,20220530T00,13,63,19.9052,-99.3418,2,Hidalgo,Tepeji del Río de Ocampo,0.46,7.27,26.05,25.12,10.11,9.77,2022-05-30
76.03,Cielo nublado,6,Este,84.39,20220531T00,13,63,19.9052,-99.3418,3,Hidalgo,Tepeji del Río de Ocampo,8.88,95.0,29.02,21.15,9.81,9.57,2022-05-31
78.14,Cielo nublado,6,Este,79.87,20220528T00,13,64,20.1869,-99.3804,0,Hidalgo,Tepetitlán,0.0,0.0,34.26,25.27,9.74,11.84,2022-05-28
72.53,Cielo nublado,6,Noreste,66.46,20220529T00,13,64,20.1869,-99.3804,1,Hidalgo,Tepetitlán,0.0,0.0,33.88,26.14,10.59,9.29,2022-05-29
83.35,Cielo cubierto,6,Noreste,62.8,20220530T00,13,64,20.1869,-99.3804,2,Hidalgo,Tepetitlán,0.4,33.33,31.09,26.57,12.21,10.71,2022-05-30
67.67,Cielo nublado,6,Noreste,49.29,20220531T00,13,64,20.1869,-99.3804,3,Hidalgo,Tepetitlán,9.02,95.0,31.82,23.13,11.66,12.45,2022-05-31
36.66,Medio nublado,6,Sureste,132.32,20220528T00,5,20,27.8775,-101.5165,0,Coahuila,Múzquiz,0.0,0.0,59.53,35.51,20.41,15.89,2022-05-28
18.73,Poco nuboso,6,Sureste,120.96,20220529T00,5,20,27.8775,-101.5165,1,Coahuila,Múzquiz,0.0,0.0,64.47,34.68,20.19,16.13,2022-05-29
12.09,Poco nuboso,6,Este,108.96,20220530T00,5,20,27.8775,-101.5165,2,Coahuila,Múzquiz,0.6,36.71,64.37,34.88,19.92,18.18,2022-05-30
27.01,Medio nublado,6,Este,102.8,20220531T00,5,20,27.8775,-101.5165,3,Coahuila,Múzquiz,1.51,45.74,62.61,31.15,19.13,21.34,2022-05-31
80.24,Cielo cubierto,6,Noreste,52.13,20220528T00,13,66,19.8799,-98.8193,0,Hidalgo,Villa de Tezontepec,0.0,0.0,31.1,25.56,8.55,12.13,2022-05-28
83.26,Cielo cubierto,6,Este,91.77,20220529T00,13,66,19.8799,-98.8193,1,Hidalgo,Villa de Tezontepec,0.01,0.0,27.43,25.73,10.11,9.24,2022-05-29
88.68,Cielo cubierto,6,Este,97.15,20220530T00,13,66,19.8799,-98.8193,2,Hidalgo,Villa de Tezontepec,1.56,90.0,30.83,26.99,10.63,10.83,2022-05-30
82.64,Cielo cubierto,6,Noreste,48.25,20220531T00,13,66,19.8799,-98.8193,3,Hidalgo,Villa de Tezontepec,5.71,95.0,31.86,22.03,10.67,12.27,2022-05-31
78.46,Cielo nublado,6,Este,76.71,20220528T00,13,67,20.1928,-99.2727,0,Hidalgo,Tezontepec de Aldama,0.0,0.0,33.95,26.14,9.86,11.34,2022-05-28
80.09,Cielo cubierto,6,Noreste,62.39,20220529T00,13,67,20.1928,-99.2727,1,Hidalgo,Tezontepec de Aldama,0.0,0.0,33.54,26.99,10.61,9.05,2022-05-29
83.82,Cielo cubierto,6,Este,72.74,20220530T00,13,67,20.1928,-99.2727,2,Hidalgo,Tezontepec de Aldama,0.35,86.0,35.84,27.29,12.47,10.85,2022-05-30
68.6,Cielo nublado,6,Noreste,51.89,20220531T00,13,67,20.1928,-99.2727,3,Hidalgo,Tezontepec de Aldama,8.41,95.0,30.83,23.77,11.87,12.27,2022-05-31
67.0,Cielo nublado,6,Sureste,123.51,20220528T00,13,68,20.7282,-98.6309,0,Hidalgo,Tianguistengo,0.41,92.0,29.13,28.43,15.72,9.47,2022-05-28
75.72,Cielo nublado,6,Sureste,127.28,20220529T00,13,68,20.7282,-98.6309,1,Hidalgo,Tianguistengo,0.36,20.0,23.64,28.18,16.26,7.73,2022-05-29
83.41,Cielo cubierto,6,Sur,157.69,20220530T00,13,68,20.7282,-98.6309,2,Hidalgo,Tianguistengo,4.08,95.0,18.4,28.07,17.82,6.34,2022-05-30
68.37,Cielo nublado,6,Sureste,137.24,20220531T00,13,68,20.7282,-98.6309,3,Hidalgo,Tianguistengo,26.74,95.0,12.77,22.47,15.99,5.49,2022-05-31
82.67,Cielo cubierto,6,Noreste,39.26,20220528T00,13,69,19.8411,-98.9816,0,Hidalgo,Tizayuca,0.0,0.0,34.19,26.3,9.18,12.44,2022-05-28
81.8,Cielo cubierto,6,Este,87.73,20220529T00,13,69,19.8411,-98.9816,1,Hidalgo,Tizayuca,0.0,0.0,29.67,26.41,10.37,9.19,2022-05-29
88.58,Cielo cubierto,6,Sureste,137.78,20220530T00,13,69,19.8411,-98.9816,2,Hidalgo,Tizayuca,0.97,68.75,31.74,27.39,11.27,11.35,2022-05-30
83.48,Cielo cubierto,6,Noreste,65.54,20220531T00,13,69,19.8411,-98.9816,3,Hidalgo,Tizayuca,5.47,95.0,31.0,22.41,11.0,12.44,2022-05-31
70.58,Cielo nublado,6,Este,109.51,20220528T00,13,71,20.9239,-98.9502,0,Hidalgo,Tlahuiltepa,0.23,0.0,23.03,27.28,13.02,8.67,2022-05-28
61.7,Cielo nublado,6,Este,111.12,20220529T00,13,71,20.9239,-98.9502,1,Hidalgo,Tlahuiltepa,0.07,0.0,17.94,26.66,13.85,6.55,2022-05-29
80.42,Cielo cubierto,6,Este,91.57,20220530T00,13,71,20.9239,-98.9502,2,Hidalgo,Tlahuiltepa,2.63,95.0,20.65,26.96,15.93,7.17,2022-05-30
63.37,Cielo nublado,6,Este,94.9,20220531T00,13,71,20.9239,-98.9502,3,Hidalgo,Tlahuiltepa,15.75,95.0,19.18,22.7,13.65,6.16,2022-05-31
82.58,Cielo cubierto,6,Noreste,51.8,20220528T00,13,72,19.8179,-98.6039,0,Hidalgo,Tlanalapa,0.0,0.0,29.12,23.54,7.27,11.36,2022-05-28
79.91,Cielo nublado,6,Este,94.31,20220529T00,13,72,19.8179,-98.6039,1,Hidalgo,Tlanalapa,0.05,0.0,25.9,24.51,9.34,8.02,2022-05-29
89.16,Cielo cubierto,6,Este,91.62,20220530T00,13,72,19.8179,-98.6039,2,Hidalgo,Tlanalapa,2.71,95.0,28.36,25.56,10.41,10.23,2022-05-30
87.6,Cielo cubierto,6,Noreste,42.74,20220531T00,13,72,19.8179,-98.6039,3,Hidalgo,Tlanalapa,5.64,95.0,30.75,20.62,10.25,11.96,2022-05-31
69.33,Cielo nublado,6,Sureste,122.98,20220528T00,13,73,20.9893,-98.6603,0,Hidalgo,Tlanchinol,0.2,0.0,32.55,31.82,17.35,9.14,2022-05-28
58.88,Cielo nublado,6,Sureste,129.64,20220529T00,13,73,20.9893,-98.6603,1,Hidalgo,Tlanchinol,0.26,0.0,27.6,31.74,18.72,8.13,2022-05-29
81.35,Cielo cubierto,6,Sur,167.77,20220530T00,13,73,20.9893,-98.6603,2,Hidalgo,Tlanchinol,4.02,95.0,19.42,30.8,20.4,6.4,2022-05-30
59.17,Cielo nublado,6,Sur,187.3,20220531T00,13,73,20.9893,-98.6603,3,Hidalgo,Tlanchinol,26.03,95.0,10.26,25.72,18.22,4.9,2022-05-31
78.74,Cielo nublado,6,Este,84.49,20220528T00,13,74,20.0916,-99.2216,0,Hidalgo,Tlaxcoapan,0.0,0.0,34.02,26.18,9.4,10.83,2022-05-28
82.83,Cielo cubierto,6,Este,75.57,20220529T00,13,74,20.0916,-99.2216,1,Hidalgo,Tlaxcoapan,0.0,0.0,31.34,26.8,10.08,8.68,2022-05-29
86.66,Cielo cubierto,6,Este,93.52,20220530T00,13,74,20.0916,-99.2216,2,Hidalgo,Tlaxcoapan,0.36,20.0,33.83,27.27,12.12,10.69,2022-05-30
74.38,Cielo nublado,6,Noreste,66.24,20220531T00,13,74,20.0916,-99.2216,3,Hidalgo,Tlaxcoapan,7.93,95.0,28.21,22.98,11.52,11.18,2022-05-31
80.04,Cielo cubierto,6,Noreste,44.79,20220528T00,13,75,19.9566,-98.9218,0,Hidalgo,Tolcayuca,0.0,0.0,32.84,25.72,8.69,12.4,2022-05-28
82.24,Cielo cubierto,6,Este,72.01,20220529T00,13,75,19.9566,-98.9218,1,Hidalgo,Tolcayuca,0.0,0.0,28.58,25.85,9.73,9.57,2022-05-29
88.93,Cielo cubierto,6,Este,88.54,20220530T00,13,75,19.9566,-98.9218,2,Hidalgo,Tolcayuca,1.21,15.0,31.55,26.93,11.1,11.28,2022-05-30
82.29,Cielo cubierto,6,Noreste,51.18,20220531T00,13,75,19.9566,-98.9218,3,Hidalgo,Tolcayuca,6.5,95.0,30.68,21.98,10.4,12.06,2022-05-31
23.68,Poco nuboso,6,Sureste,118.17,20220528T00,5,21,27.029,-101.592,0,Coahuila,Nadadores,0.0,0.0,46.88,37.88,22.0,12.28,2022-05-28
28.27,Medio nublado,6,Sureste,112.82,20220529T00,5,21,27.029,-101.592,1,Coahuila,Nadadores,0.0,0.0,51.92,37.78,23.01,11.05,2022-05-29
0.4,Despejado,6,Este,86.6,20220530T00,5,21,27.029,-101.592,2,Coahuila,Nadadores,0.0,0.0,44.55,37.19,21.39,12.07,2022-05-30
16.0,Poco nuboso,6,Este,87.89,20220531T00,5,21,27.029,-101.592,3,Coahuila,Nadadores,0.44,25.56,49.74,34.16,21.65,18.06,2022-05-31
78.05,Cielo nublado,6,Este,104.59,20220528T00,13,76,20.0552,-99.3432,0,Hidalgo,Tula de Allende,0.0,0.0,32.47,24.92,8.99,10.77,2022-05-28
77.23,Cielo nublado,6,Este,89.73,20220529T00,13,76,20.0552,-99.3432,1,Hidalgo,Tula de Allende,0.0,0.0,33.77,25.66,9.81,8.59,2022-05-29
86.55,Cielo cubierto,6,Este,93.16,20220530T00,13,76,20.0552,-99.3432,2,Hidalgo,Tula de Allende,0.43,3.33,29.62,26.22,11.32,10.29,2022-05-30
73.28,Cielo nublado,6,Noreste,67.31,20220531T00,13,76,20.0552,-99.3432,3,Hidalgo,Tula de Allende,10.1,95.0,31.62,21.82,10.93,10.61,2022-05-31
84.02,Cielo cubierto,6,Este,103.1,20220528T00,13,77,20.0806,-98.3681,0,Hidalgo,Tulancingo de Bravo,0.5,52.5,22.23,24.42,10.27,9.96,2022-05-28
77.2,Cielo nublado,6,Este,97.58,20220529T00,13,77,20.0806,-98.3681,1,Hidalgo,Tulancingo de Bravo,0.33,77.5,22.59,25.57,11.78,7.47,2022-05-29
87.0,Cielo cubierto,6,Este,81.34,20220530T00,13,77,20.0806,-98.3681,2,Hidalgo,Tulancingo de Bravo,2.14,95.0,23.81,25.77,13.82,8.2,2022-05-30
87.83,Cielo cubierto,6,Este,69.87,20220531T00,13,77,20.0806,-98.3681,3,Hidalgo,Tulancingo de Bravo,10.53,95.0,22.79,19.95,11.61,8.09,2022-05-31
66.73,Cielo nublado,6,Sureste,133.07,20220528T00,13,78,20.8355,-98.2845,0,Hidalgo,Xochiatipan,0.07,55.0,33.8,34.71,19.91,10.34,2022-05-28
68.06,Cielo nublado,6,Sureste,135.81,20220529T00,13,78,20.8355,-98.2845,1,Hidalgo,Xochiatipan,0.81,92.0,33.13,34.37,21.78,10.04,2022-05-29
88.83,Cielo cubierto,6,Sur,170.04,20220530T00,13,78,20.8355,-98.2845,2,Hidalgo,Xochiatipan,4.48,95.0,22.44,33.56,22.45,7.97,2022-05-30
62.13,Cielo nublado,6,Sur,161.94,20220531T00,13,78,20.8355,-98.2845,3,Hidalgo,Xochiatipan,34.7,95.0,18.8,28.32,20.57,6.21,2022-05-31
68.25,Cielo nublado,6,Sureste,116.92,20220528T00,13,79,20.7769,-98.6797,0,Hidalgo,Xochicoatlán,0.3,90.71,27.46,27.54,14.75,9.33,2022-05-28
74.83,Cielo nublado,6,Sureste,124.26,20220529T00,13,79,20.7769,-98.6797,1,Hidalgo,Xochicoatlán,0.23,57.86,20.29,27.38,15.27,7.23,2022-05-29
82.31,Cielo cubierto,6,Sur,158.38,20220530T00,13,79,20.7769,-98.6797,2,Hidalgo,Xochicoatlán,3.28,95.0,17.15,27.28,16.94,6.32,2022-05-30
68.94,Cielo nublado,6,Sureste,123.53,20220531T00,13,79,20.7769,-98.6797,3,Hidalgo,Xochicoatlán,22.82,95.0,13.49,21.48,15.13,5.37,2022-05-31
66.34,Cielo nublado,6,Sureste,133.19,20220528T00,13,80,20.9516,-98.3829,0,Hidalgo,Yahualica,0.07,5.0,33.38,34.01,19.48,10.1,2022-05-28
66.7,Cielo nublado,6,Sureste,136.59,20220529T00,13,80,20.9516,-98.3829,1,Hidalgo,Yahualica,0.29,50.0,31.44,33.73,21.38,9.68,2022-05-29
85.83,Cielo cubierto,6,Sur,168.39,20220530T00,13,80,20.9516,-98.3829,2,Hidalgo,Yahualica,3.45,95.0,22.29,32.78,22.26,7.67,2022-05-30
61.81,Cielo nublado,6,Sur,173.42,20220531T00,13,80,20.9516,-98.3829,3,Hidalgo,Yahualica,31.55,95.0,17.05,27.68,20.32,5.87,2022-05-31
72.72,Cielo nublado,6,Este,112.28,20220528T00,13,81,20.6452,-98.6536,0,Hidalgo,Zacualtipán de Ángeles,0.55,83.89,22.04,25.59,13.57,9.82,2022-05-28
79.81,Cielo nublado,6,Sureste,114.87,20220529T00,13,81,20.6452,-98.6536,1,Hidalgo,Zacualtipán de Ángeles,0.28,20.0,19.91,25.51,13.99,7.31,2022-05-29
83.0,Cielo cubierto,6,Sureste,148.13,20220530T00,13,81,20.6452,-98.6536,2,Hidalgo,Zacualtipán de Ángeles,3.5,95.0,20.94,25.82,15.86,6.79,2022-05-30
72.32,Cielo nublado,6,Este,103.44,20220531T00,13,81,20.6452,-98.6536,3,Hidalgo,Zacualtipán de Ángeles,21.03,95.0,14.99,20.16,13.88,6.18,2022-05-31
78.88,Cielo nublado,6,Noreste,49.72,20220528T00,13,82,19.974,-98.8619,0,Hidalgo,Zapotlán de Juárez,0.0,0.0,31.17,25.54,8.47,12.21,2022-05-28
83.82,Cielo cubierto,6,Este,69.3,20220529T00,13,82,19.974,-98.8619,1,Hidalgo,Zapotlán de Juárez,0.0,0.0,27.75,25.69,9.64,9.39,2022-05-29
89.32,Cielo cubierto,6,Este,72.48,20220530T00,13,82,19.974,-98.8619,2,Hidalgo,Zapotlán de Juárez,1.57,68.75,31.96,27.05,10.67,11.15,2022-05-30
82.36,Cielo cubierto,6,Noreste,46.72,20220531T00,13,82,19.974,-98.8619,3,Hidalgo,Zapotlán de Juárez,6.08,95.0,31.85,21.86,10.19,12.15,2022-05-31
80.75,Cielo cubierto,6,Noreste,55.68,20220528T00,13,83,19.9154,-98.6681,0,Hidalgo,Zempoala,0.0,0.0,28.74,24.17,7.78,11.55,2022-05-28
81.22,Cielo cubierto,6,Este,80.29,20220529T00,13,83,19.9154,-98.6681,1,Hidalgo,Zempoala,0.06,0.0,25.42,24.84,9.51,8.78,2022-05-29
89.25,Cielo cubierto,6,Este,75.97,20220530T00,13,83,19.9154,-98.6681,2,Hidalgo,Zempoala,2.48,95.0,28.42,26.08,10.57,10.77,2022-05-30
85.84,Cielo cubierto,6,Noreste,43.28,20220531T00,13,83,19.9154,-98.6681,3,Hidalgo,Zempoala,6.3,95.0,31.95,20.97,10.11,11.98,2022-05-31
64.05,Cielo nublado,6,Noreste,66.16,20220528T00,13,84,20.7381,-99.3831,0,Hidalgo,Zimapán,0.02,0.0,25.51,27.8,13.06,9.9,2022-05-28
54.04,Cielo nublado,6,Noreste,66.23,20220529T00,13,84,20.7381,-99.3831,1,Hidalgo,Zimapán,0.07,0.0,24.8,29.04,14.4,8.22,2022-05-29
65.52,Cielo nublado,6,Noreste,45.96,20220530T00,13,84,20.7381,-99.3831,2,Hidalgo,Zimapán,1.11,95.0,25.45,29.98,16.54,9.36,2022-05-30
64.27,Cielo nublado,6,Noreste,40.37,20220531T00,13,84,20.7381,-99.3831,3,Hidalgo,Zimapán,8.19,95.0,24.94,25.21,15.34,10.48,2022-05-31
49.57,Medio nublado,6,Noreste,55.38,20220528T00,14,1,20.7794,-102.9053,0,Jalisco,Acatic,0.0,0.0,46.07,34.08,15.81,9.66,2022-05-28
26.09,Medio nublado,6,Sureste,140.89,20220529T00,14,1,20.7794,-102.9053,1,Jalisco,Acatic,0.65,92.27,39.7,34.37,14.86,6.91,2022-05-29
26.02,Medio nublado,6,Sureste,153.91,20220530T00,14,1,20.7794,-102.9053,2,Jalisco,Acatic,0.56,69.09,33.6,34.15,15.08,5.93,2022-05-30
30.14,Medio nublado,6,Este,95.21,20220531T00,14,1,20.7794,-102.9053,3,Jalisco,Acatic,1.1,93.64,38.45,33.95,16.34,8.07,2022-05-31
19.37,Poco nuboso,5,Sureste,142.66,20220528T00,5,22,28.4219,-100.7676,0,Coahuila,Nava,0.0,0.0,65.6,38.03,23.84,24.26,2022-05-28
26.07,Medio nublado,5,Sureste,136.76,20220529T00,5,22,28.4219,-100.7676,1,Coahuila,Nava,0.0,0.0,67.42,38.77,24.26,29.36,2022-05-29
11.01,Poco nuboso,5,Sureste,139.4,20220530T00,5,22,28.4219,-100.7676,2,Coahuila,Nava,0.15,0.0,60.24,39.34,25.43,30.7,2022-05-30
27.07,Medio nublado,5,Sureste,128.99,20220531T00,5,22,28.4219,-100.7676,3,Coahuila,Nava,0.28,0.56,55.45,37.7,24.44,28.14,2022-05-31
51.16,Cielo nublado,6,Sureste,136.92,20220528T00,14,2,20.4214,-103.5872,0,Jalisco,Acatlán de Juárez,0.82,77.5,19.4,33.72,15.63,6.12,2022-05-28
38.01,Medio nublado,6,Sur,172.72,20220529T00,14,2,20.4214,-103.5872,1,Jalisco,Acatlán de Juárez,0.28,20.0,30.63,34.06,14.98,6.83,2022-05-29
36.23,Medio nublado,6,Suroeste,234.22,20220530T00,14,2,20.4214,-103.5872,2,Jalisco,Acatlán de Juárez,1.7,95.0,28.64,34.0,15.47,5.96,2022-05-30
24.08,Poco nuboso,6,Sur,190.77,20220531T00,14,2,20.4214,-103.5872,3,Jalisco,Acatlán de Juárez,0.74,95.0,31.31,34.66,16.6,5.46,2022-05-31
55.02,Cielo nublado,6,Sureste,156.9,20220528T00,14,3,20.7006,-103.975,0,Jalisco,Ahualulco de Mercado,0.28,6.67,26.0,35.07,15.37,5.93,2022-05-28
26.74,Medio nublado,6,Sur,201.97,20220529T00,14,3,20.7006,-103.975,1,Jalisco,Ahualulco de Mercado,0.55,0.0,30.64,36.75,14.68,6.91,2022-05-29
31.85,Medio nublado,6,Oeste,283.25,20220530T00,14,3,20.7006,-103.975,2,Jalisco,Ahualulco de Mercado,0.79,6.67,29.41,35.03,15.22,7.4,2022-05-30
15.74,Poco nuboso,6,Suroeste,205.78,20220531T00,14,3,20.7006,-103.975,3,Jalisco,Ahualulco de Mercado,0.26,6.67,33.31,35.44,16.16,6.35,2022-05-31
46.48,Medio nublado,6,Sureste,116.18,20220528T00,14,4,20.0106,-103.5961,0,Jalisco,Amacueca,0.99,95.0,18.67,29.4,13.42,6.84,2022-05-28
42.35,Medio nublado,6,Sureste,155.02,20220529T00,14,4,20.0106,-103.5961,1,Jalisco,Amacueca,4.58,95.0,21.93,27.35,13.15,6.07,2022-05-29
33.2,Medio nublado,6,Sureste,132.0,20220530T00,14,4,20.0106,-103.5961,2,Jalisco,Amacueca,3.42,56.0,20.71,28.08,14.15,6.27,2022-05-30
23.62,Poco nuboso,6,Este,98.27,20220531T00,14,4,20.0106,-103.5961,3,Jalisco,Amacueca,2.79,95.0,20.54,28.77,14.64,6.02,2022-05-31
51.8,Cielo nublado,6,Sureste,155.82,20220528T00,14,5,20.835,-103.73,0,Jalisco,Amatitán,0.0,0.0,22.75,36.23,15.76,5.71,2022-05-28
22.84,Poco nuboso,6,Sur,185.25,20220529T00,14,5,20.835,-103.73,1,Jalisco,Amatitán,0.18,0.0,29.84,36.57,14.98,6.98,2022-05-29
25.48,Medio nublado,6,Oeste,284.23,20220530T00,14,5,20.835,-103.73,2,Jalisco,Amatitán,0.58,3.33,28.01,35.72,15.48,6.85,2022-05-30
20.11,Poco nuboso,6,Suroeste,213.0,20220531T00,14,5,20.835,-103.73,3,Jalisco,Amatitán,0.24,36.67,26.88,36.57,16.48,6.13,2022-05-31
51.43,Cielo nublado,6,Sureste,143.82,20220528T00,14,6,20.5486,-104.0431,0,Jalisco,Ameca,0.67,56.29,24.35,33.99,15.57,6.16,2022-05-28
40.84,Medio nublado,6,Suroeste,205.05,20220529T00,14,6,20.5486,-104.0431,1,Jalisco,Ameca,3.99,25.97,25.46,35.12,14.99,6.05,2022-05-29
