cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien,day
95.83,Cielo cubierto,6,Este,88.61,20220529T00,20,271,16.7781,-96.9573,1,Oaxaca,San Miguel Mixtepec,3.14,95.0,13.11,23.77,12.95,7.12,2022-05-29
95.83,Cielo cubierto,6,Sur,174.69,20220530T00,20,271,16.7781,-96.9573,2,Oaxaca,San Miguel Mixtepec,21.24,95.0,30.85,19.59,13.15,8.33,2022-05-30
91.59,Cielo cubierto,6,Sureste,133.86,20220531T00,20,271,16.7781,-96.9573,3,Oaxaca,San Miguel Mixtepec,11.14,95.0,7.36,21.19,12.38,3.31,2022-05-31
95.45,Cielo cubierto,6,Este,83.53,20220528T00,20,276,17.9211,-96.7993,0,Oaxaca,San Miguel Santa Flor,6.35,95.0,15.14,23.5,13.72,5.01,2022-05-28
95.48,Cielo cubierto,6,Este,74.62,20220529T00,20,276,17.9211,-96.7993,1,Oaxaca,San Miguel Santa Flor,5.13,95.0,10.84,24.26,15.3,4.68,2022-05-29
95.83,Cielo cubierto,6,Noreste,53.04,20220530T00,20,276,17.9211,-96.7993,2,Oaxaca,San Miguel Santa Flor,21.78,95.0,12.22,18.47,15.02,4.95,2022-05-30
91.62,Cielo cubierto,6,Este,102.35,20220531T00,20,276,17.9211,-96.7993,3,Oaxaca,San Miguel Santa Flor,9.4,95.0,8.85,16.96,14.7,3.33,2022-05-31
95.5,Cielo cubierto,6,Noreste,57.34,20220528T00,20,281,17.394,-97.268,0,Oaxaca,San Miguel Tecomatlán,0.37,95.0,24.54,22.81,9.4,10.47,2022-05-28
95.77,Cielo cubierto,6,Noreste,61.47,20220529T00,20,281,17.394,-97.268,1,Oaxaca,San Miguel Tecomatlán,4.36,95.0,16.63,24.59,11.77,8.1,2022-05-29
95.83,Cielo cubierto,6,Este,73.27,20220530T00,20,281,17.394,-97.268,2,Oaxaca,San Miguel Tecomatlán,9.34,95.0,27.96,19.16,11.95,8.81,2022-05-30
91.57,Cielo cubierto,6,Noreste,35.45,20220531T00,20,281,17.394,-97.268,3,Oaxaca,San Miguel Tecomatlán,1.65,95.0,12.32,18.42,12.01,5.71,2022-05-31
95.42,Cielo cubierto,6,Este,71.9,20220528T00,20,287,17.7512,-97.4415,0,Oaxaca,San Miguel Tulancingo,0.48,95.0,31.15,24.0,9.67,15.08,2022-05-28
92.95,Cielo cubierto,6,Este,74.18,20220529T00,20,287,17.7512,-97.4415,1,Oaxaca,San Miguel Tulancingo,3.8,95.0,20.19,24.78,12.23,10.08,2022-05-29
95.83,Cielo cubierto,6,Noreste,59.09,20220530T00,20,287,17.7512,-97.4415,2,Oaxaca,San Miguel Tulancingo,4.02,95.0,24.46,20.12,11.76,9.13,2022-05-30
91.11,Cielo cubierto,6,Este,79.62,20220531T00,20,287,17.7512,-97.4415,3,Oaxaca,San Miguel Tulancingo,1.39,95.0,13.53,18.66,10.51,6.35,2022-05-31
95.83,Cielo cubierto,6,Sur,163.32,20220528T00,20,288,17.3705,-96.3372,0,Oaxaca,San Miguel Yotao,7.19,95.0,9.55,17.99,13.08,4.15,2022-05-28
95.83,Cielo cubierto,6,Este,102.84,20220529T00,20,288,17.3705,-96.3372,1,Oaxaca,San Miguel Yotao,8.63,95.0,8.16,20.01,14.0,3.5,2022-05-29
95.83,Cielo cubierto,6,Este,81.18,20220530T00,20,288,17.3705,-96.3372,2,Oaxaca,San Miguel Yotao,51.89,95.0,16.73,16.04,13.28,5.46,2022-05-30
91.67,Cielo cubierto,6,Suroeste,205.96,20220531T00,20,288,17.3705,-96.3372,3,Oaxaca,San Miguel Yotao,6.74,95.0,8.26,15.79,13.4,3.35,2022-05-31
95.73,Cielo cubierto,6,Noreste,67.4,20220528T00,20,293,17.1455,-96.7645,0,Oaxaca,San Pablo Etla,0.36,20.0,13.66,20.6,12.87,5.63,2022-05-28
95.78,Cielo cubierto,6,Este,100.03,20220529T00,20,293,17.1455,-96.7645,1,Oaxaca,San Pablo Etla,7.85,95.0,12.78,24.0,13.57,5.84,2022-05-29
95.83,Cielo cubierto,6,Sur,169.55,20220530T00,20,293,17.1455,-96.7645,2,Oaxaca,San Pablo Etla,29.28,95.0,28.53,18.18,13.3,7.98,2022-05-30
91.54,Cielo cubierto,6,Suroeste,234.89,20220531T00,20,293,17.1455,-96.7645,3,Oaxaca,San Pablo Etla,3.98,95.0,9.62,18.56,12.41,4.95,2022-05-31
95.33,Cielo cubierto,6,Sureste,148.97,20220528T00,20,305,16.4903,-95.1599,0,Oaxaca,San Pedro Comitancillo,2.38,95.0,30.6,32.35,24.52,9.71,2022-05-28
95.83,Cielo cubierto,6,Sureste,153.43,20220529T00,20,305,16.4903,-95.1599,1,Oaxaca,San Pedro Comitancillo,50.81,95.0,17.33,29.39,23.39,6.66,2022-05-29
95.83,Cielo cubierto,6,Sureste,133.07,20220530T00,20,305,16.4903,-95.1599,2,Oaxaca,San Pedro Comitancillo,259.41,95.0,45.55,25.09,23.16,14.74,2022-05-30
91.67,Cielo cubierto,6,Sureste,145.81,20220531T00,20,305,16.4903,-95.1599,3,Oaxaca,San Pedro Comitancillo,39.55,95.0,17.98,24.46,22.6,6.57,2022-05-31
95.76,Cielo cubierto,6,Sureste,125.53,20220528T00,20,308,16.2437,-95.1529,0,Oaxaca,San Pedro Huilotepec,3.1,95.0,39.1,31.96,25.89,14.54,2022-05-28
95.83,Cielo cubierto,6,Sureste,155.93,20220529T00,20,308,16.2437,-95.1529,1,Oaxaca,San Pedro Huilotepec,55.65,95.0,19.74,29.61,24.84,10.14,2022-05-29
95.83,Cielo cubierto,6,Sureste,146.73,20220530T00,20,308,16.2437,-95.1529,2,Oaxaca,San Pedro Huilotepec,228.58,95.0,57.4,26.89,24.86,26.83,2022-05-30
91.67,Cielo cubierto,6,Este,103.63,20220531T00,20,308,16.2437,-95.1529,3,Oaxaca,San Pedro Huilotepec,25.94,95.0,23.75,26.47,24.42,11.11,2022-05-31
95.63,Cielo cubierto,6,Noreste,62.75,20220528T00,20,315,16.7445,-96.7122,0,Oaxaca,San Pedro Mártir,0.19,20.0,15.43,22.89,14.95,7.44,2022-05-28
95.83,Cielo cubierto,6,Este,96.52,20220529T00,20,315,16.7445,-96.7122,1,Oaxaca,San Pedro Mártir,4.51,95.0,15.35,24.5,15.0,7.47,2022-05-29
95.83,Cielo cubierto,6,Sur,162.13,20220530T00,20,315,16.7445,-96.7122,2,Oaxaca,San Pedro Mártir,40.86,95.0,38.36,20.36,14.96,8.92,2022-05-30
91.67,Cielo cubierto,6,Sureste,138.11,20220531T00,20,315,16.7445,-96.7122,3,Oaxaca,San Pedro Mártir,5.47,95.0,7.94,20.87,14.77,3.63,2022-05-31
95.07,Cielo cubierto,6,Noreste,58.04,20220528T00,20,320,17.1046,-97.5411,0,Oaxaca,San Pedro Molinos,2.06,95.0,17.38,24.4,11.59,8.51,2022-05-28
95.82,Cielo cubierto,6,Este,98.96,20220529T00,20,320,17.1046,-97.5411,1,Oaxaca,San Pedro Molinos,5.75,95.0,15.28,24.43,12.55,6.26,2022-05-29
95.83,Cielo cubierto,6,Este,89.41,20220530T00,20,320,17.1046,-97.5411,2,Oaxaca,San Pedro Molinos,3.92,95.0,15.44,21.57,12.52,6.51,2022-05-30
91.41,Cielo cubierto,6,Sureste,126.13,20220531T00,20,320,17.1046,-97.5411,3,Oaxaca,San Pedro Molinos,6.1,95.0,8.09,20.05,11.75,3.56,2022-05-31
95.83,Cielo cubierto,6,Sureste,155.38,20220528T00,20,323,16.9554,-95.8468,0,Oaxaca,San Pedro Ocotepec,1.21,95.0,9.12,20.02,17.56,3.41,2022-05-28
95.83,Cielo cubierto,6,Sureste,129.25,20220529T00,20,323,16.9554,-95.8468,1,Oaxaca,San Pedro Ocotepec,9.09,95.0,8.07,22.82,17.6,3.97,2022-05-29
95.83,Cielo cubierto,6,Sureste,125.31,20220530T00,20,323,16.9554,-95.8468,2,Oaxaca,San Pedro Ocotepec,114.3,95.0,21.27,19.1,17.22,5.9,2022-05-30
91.67,Cielo cubierto,6,Sur,181.4,20220531T00,20,323,16.9554,-95.8468,3,Oaxaca,San Pedro Ocotepec,7.19,95.0,9.46,18.75,16.7,2.88,2022-05-31
94.29,Cielo cubierto,6,Este,67.56,20220528T00,20,331,17.3408,-97.3773,0,Oaxaca,San Pedro Tidaá,0.19,95.0,22.17,22.83,9.79,10.07,2022-05-28
95.79,Cielo cubierto,6,Este,74.44,20220529T00,20,331,17.3408,-97.3773,1,Oaxaca,San Pedro Tidaá,3.52,95.0,15.17,24.4,11.95,7.6,2022-05-29
95.83,Cielo cubierto,6,Este,69.81,20220530T00,20,331,17.3408,-97.3773,2,Oaxaca,San Pedro Tidaá,5.81,95.0,22.55,19.73,11.85,7.75,2022-05-30
91.61,Cielo cubierto,6,Noreste,61.18,20220531T00,20,331,17.3408,-97.3773,3,Oaxaca,San Pedro Tidaá,0.77,95.0,10.18,18.67,12.08,5.01,2022-05-31
94.82,Cielo cubierto,6,Noreste,65.54,20220528T00,20,332,17.4372,-97.3437,0,Oaxaca,San Pedro Topiltepec,0.42,95.0,25.16,22.32,9.33,11.55,2022-05-28
95.8,Cielo cubierto,6,Este,75.81,20220529T00,20,332,17.4372,-97.3437,1,Oaxaca,San Pedro Topiltepec,3.93,95.0,16.3,24.22,11.72,7.94,2022-05-29
95.83,Cielo cubierto,6,Noreste,66.51,20220530T00,20,332,17.4372,-97.3437,2,Oaxaca,San Pedro Topiltepec,6.38,95.0,25.33,19.26,11.7,8.33,2022-05-30
91.58,Cielo cubierto,6,Noreste,52.24,20220531T00,20,332,17.4372,-97.3437,3,Oaxaca,San Pedro Topiltepec,1.05,95.0,10.7,17.56,11.79,5.25,2022-05-31
95.72,Cielo cubierto,6,Noreste,58.72,20220528T00,20,338,17.2075,-96.8006,0,Oaxaca,Villa de Etla,0.66,80.0,13.49,19.92,12.2,5.95,2022-05-28
95.74,Cielo cubierto,6,Este,88.36,20220529T00,20,338,17.2075,-96.8006,1,Oaxaca,Villa de Etla,9.04,95.0,10.54,24.27,13.2,5.03,2022-05-29
95.83,Cielo cubierto,6,Sur,164.21,20220530T00,20,338,17.2075,-96.8006,2,Oaxaca,Villa de Etla,26.84,95.0,25.87,17.99,12.97,7.92,2022-05-30
91.46,Cielo cubierto,6,Suroeste,230.13,20220531T00,20,338,17.2075,-96.8006,3,Oaxaca,Villa de Etla,3.28,95.0,10.9,18.65,12.09,5.33,2022-05-31
95.79,Cielo cubierto,6,Este,71.44,20220528T00,20,343,16.9947,-96.5889,0,Oaxaca,San Sebastián Abasolo,0.44,95.0,12.66,21.21,14.22,6.43,2022-05-28
95.83,Cielo cubierto,6,Este,106.71,20220529T00,20,343,16.9947,-96.5889,1,Oaxaca,San Sebastián Abasolo,5.68,95.0,17.78,23.46,14.36,8.29,2022-05-29
95.83,Cielo cubierto,6,Sur,167.01,20220530T00,20,343,16.9947,-96.5889,2,Oaxaca,San Sebastián Abasolo,39.99,95.0,27.51,18.35,13.83,8.8,2022-05-30
91.67,Cielo cubierto,6,Sur,170.67,20220531T00,20,343,16.9947,-96.5889,3,Oaxaca,San Sebastián Abasolo,5.94,95.0,6.81,18.77,13.65,3.4,2022-05-31
94.45,Cielo cubierto,6,Este,79.95,20220528T00,20,346,17.5179,-97.6833,0,Oaxaca,San Sebastián Nicananduta,0.91,95.0,24.93,23.85,10.21,12.34,2022-05-28
95.78,Cielo cubierto,6,Este,100.7,20220529T00,20,346,17.5179,-97.6833,1,Oaxaca,San Sebastián Nicananduta,4.44,95.0,14.03,25.12,12.78,6.69,2022-05-29
95.82,Cielo cubierto,6,Noreste,63.04,20220530T00,20,346,17.5179,-97.6833,2,Oaxaca,San Sebastián Nicananduta,3.31,95.0,17.48,21.18,11.93,6.58,2022-05-30
91.25,Cielo cubierto,6,Este,102.98,20220531T00,20,346,17.5179,-97.6833,3,Oaxaca,San Sebastián Nicananduta,1.39,95.0,8.35,20.49,11.94,4.29,2022-05-31
95.76,Cielo cubierto,6,Este,73.53,20220528T00,20,349,16.9514,-96.614,0,Oaxaca,San Sebastián Teitipac,0.35,80.0,12.82,21.78,14.5,6.32,2022-05-28
95.83,Cielo cubierto,6,Este,109.1,20220529T00,20,349,16.9514,-96.614,1,Oaxaca,San Sebastián Teitipac,4.51,95.0,17.37,24.08,14.56,8.08,2022-05-29
95.83,Cielo cubierto,6,Sur,174.37,20220530T00,20,349,16.9514,-96.614,2,Oaxaca,San Sebastián Teitipac,36.42,95.0,30.3,18.9,14.2,8.69,2022-05-30
91.67,Cielo cubierto,6,Sur,177.49,20220531T00,20,349,16.9514,-96.614,3,Oaxaca,San Sebastián Teitipac,3.97,95.0,7.51,19.22,13.81,3.72,2022-05-31
95.83,Cielo cubierto,6,Noreste,56.32,20220528T00,20,356,16.9948,-96.4717,0,Oaxaca,Santa Ana del Valle,0.88,95.0,12.46,20.15,14.14,6.81,2022-05-28
95.83,Cielo cubierto,6,Este,98.54,20220529T00,20,356,16.9948,-96.4717,1,Oaxaca,Santa Ana del Valle,7.2,95.0,15.18,22.0,14.35,7.72,2022-05-29
95.83,Cielo cubierto,6,Sureste,143.06,20220530T00,20,356,16.9948,-96.4717,2,Oaxaca,Santa Ana del Valle,48.58,95.0,26.06,17.69,13.93,9.0,2022-05-30
91.67,Cielo cubierto,6,Sureste,132.18,20220531T00,20,356,16.9948,-96.4717,3,Oaxaca,Santa Ana del Valle,5.83,95.0,6.62,18.3,13.89,3.3,2022-05-31
95.72,Cielo cubierto,6,Noreste,65.76,20220528T00,20,360,16.8379,-96.7259,0,Oaxaca,Santa Ana Zegache,0.2,0.0,13.68,22.56,14.71,6.27,2022-05-28
95.83,Cielo cubierto,6,Este,106.1,20220529T00,20,360,16.8379,-96.7259,1,Oaxaca,Santa Ana Zegache,2.18,95.0,15.73,25.07,14.75,6.96,2022-05-29
95.83,Cielo cubierto,6,Sureste,156.94,20220530T00,20,360,16.8379,-96.7259,2,Oaxaca,Santa Ana Zegache,30.25,95.0,35.76,20.35,14.74,8.15,2022-05-30
91.67,Cielo cubierto,6,Sur,167.8,20220531T00,20,360,16.8379,-96.7259,3,Oaxaca,Santa Ana Zegache,2.99,95.0,9.25,20.71,14.14,3.96,2022-05-31
95.79,Cielo cubierto,6,Este,83.48,20220528T00,20,361,16.3222,-96.2659,0,Oaxaca,Santa Catalina Quierí,3.86,95.0,13.43,21.15,13.05,7.16,2022-05-28
95.83,Cielo cubierto,6,Este,109.98,20220529T00,20,361,16.3222,-96.2659,1,Oaxaca,Santa Catalina Quierí,46.42,95.0,11.36,18.45,13.23,6.05,2022-05-29
95.83,Cielo cubierto,6,Sureste,149.4,20220530T00,20,361,16.3222,-96.2659,2,Oaxaca,Santa Catalina Quierí,269.95,95.0,55.27,16.27,13.46,10.87,2022-05-30
91.67,Cielo cubierto,6,Sureste,147.84,20220531T00,20,361,16.3222,-96.2659,3,Oaxaca,Santa Catalina Quierí,13.78,95.0,7.61,17.15,13.52,2.46,2022-05-31
95.74,Cielo cubierto,6,Noreste,34.67,20220528T00,20,362,16.3044,-96.6447,0,Oaxaca,Santa Catarina Cuixtla,2.06,95.0,22.41,24.27,14.45,9.85,2022-05-28
95.83,Cielo cubierto,6,Noreste,58.4,20220529T00,20,362,16.3044,-96.6447,1,Oaxaca,Santa Catarina Cuixtla,22.71,95.0,11.49,21.64,13.99,5.46,2022-05-29
95.83,Cielo cubierto,6,Sur,161.19,20220530T00,20,362,16.3044,-96.6447,2,Oaxaca,Santa Catarina Cuixtla,139.19,95.0,63.91,18.42,13.69,11.41,2022-05-30
91.67,Cielo cubierto,6,Suroeste,207.64,20220531T00,20,362,16.3044,-96.6447,3,Oaxaca,Santa Catarina Cuixtla,12.0,95.0,7.07,21.46,14.62,2.9,2022-05-31
95.8,Cielo cubierto,6,Este,72.35,20220528T00,20,368,16.7792,-96.6155,0,Oaxaca,Santa Catarina Minas,0.3,95.0,13.46,21.42,14.99,7.39,2022-05-28
95.83,Cielo cubierto,6,Este,102.17,20220529T00,20,368,16.7792,-96.6155,1,Oaxaca,Santa Catarina Minas,5.5,95.0,17.09,24.16,15.09,8.94,2022-05-29
95.83,Cielo cubierto,6,Sur,184.97,20220530T00,20,368,16.7792,-96.6155,2,Oaxaca,Santa Catarina Minas,48.62,95.0,36.12,19.85,14.86,9.63,2022-05-30
91.67,Cielo cubierto,6,Sureste,130.09,20220531T00,20,368,16.7792,-96.6155,3,Oaxaca,Santa Catarina Minas,3.44,95.0,6.47,19.9,14.93,3.56,2022-05-31
95.63,Cielo cubierto,6,Noreste,51.8,20220528T00,20,371,17.0712,-97.5349,0,Oaxaca,Santa Catarina Ticuá,2.28,95.0,18.07,25.06,11.88,8.52,2022-05-28
95.82,Cielo cubierto,6,Este,100.74,20220529T00,20,371,17.0712,-97.5349,1,Oaxaca,Santa Catarina Ticuá,6.6,95.0,15.73,24.58,12.69,6.23,2022-05-29
95.83,Cielo cubierto,6,Este,93.73,20220530T00,20,371,17.0712,-97.5349,2,Oaxaca,Santa Catarina Ticuá,6.27,95.0,17.15,21.91,12.62,6.56,2022-05-30
91.35,Cielo cubierto,6,Sureste,133.26,20220531T00,20,371,17.0712,-97.5349,3,Oaxaca,Santa Catarina Ticuá,8.95,95.0,7.99,20.46,11.74,3.45,2022-05-31
95.71,Cielo cubierto,6,Este,85.09,20220528T00,20,372,17.0205,-97.6621,0,Oaxaca,Santa Catarina Yosonotú,6.05,95.0,14.77,26.41,12.83,6.66,2022-05-28
95.75,Cielo cubierto,6,Sureste,128.24,20220529T00,20,372,17.0205,-97.6621,1,Oaxaca,Santa Catarina Yosonotú,7.61,95.0,11.95,25.29,13.68,5.32,2022-05-29
95.83,Cielo cubierto,6,Sureste,149.82,20220530T00,20,372,17.0205,-97.6621,2,Oaxaca,Santa Catarina Yosonotú,9.32,95.0,12.57,22.68,13.22,4.73,2022-05-30
90.88,Cielo cubierto,6,Sureste,157.04,20220531T00,20,372,17.0205,-97.6621,3,Oaxaca,Santa Catarina Yosonotú,19.69,95.0,7.79,22.46,12.89,3.06,2022-05-31
93.29,Cielo cubierto,6,Este,93.27,20220528T00,20,374,18.1638,-96.8753,0,Oaxaca,Santa Cruz Acatepec,7.8,95.0,16.25,25.1,15.41,5.97,2022-05-28
95.43,Cielo cubierto,6,Este,96.44,20220529T00,20,374,18.1638,-96.8753,1,Oaxaca,Santa Cruz Acatepec,2.21,95.0,11.51,25.39,17.34,5.22,2022-05-29
95.83,Cielo cubierto,6,Este,89.59,20220530T00,20,374,18.1638,-96.8753,2,Oaxaca,Santa Cruz Acatepec,18.42,95.0,9.54,20.49,16.53,4.2,2022-05-30
91.38,Cielo cubierto,6,Sureste,138.69,20220531T00,20,374,18.1638,-96.8753,3,Oaxaca,Santa Cruz Acatepec,7.36,95.0,8.27,18.81,16.09,3.45,2022-05-31
95.83,Cielo cubierto,6,Sur,194.31,20220528T00,7,58,16.4371,-92.5853,0,Chiapas,Nicolás Ruíz,28.9,95.0,12.84,23.09,20.15,3.13,2022-05-28
95.73,Cielo cubierto,6,Sur,182.56,20220529T00,7,58,16.4371,-92.5853,1,Chiapas,Nicolás Ruíz,6.75,95.0,6.56,21.43,20.07,2.67,2022-05-29
95.65,Cielo cubierto,6,Sur,170.76,20220530T00,7,58,16.4371,-92.5853,2,Chiapas,Nicolás Ruíz,2.93,95.0,10.28,22.9,20.0,4.61,2022-05-30
91.66,Cielo cubierto,6,Sureste,143.01,20220531T00,7,58,16.4371,-92.5853,3,Chiapas,Nicolás Ruíz,12.1,95.0,8.1,20.1,18.39,3.32,2022-05-31
95.01,Cielo cubierto,6,Este,105.45,20220528T00,20,376,17.5814,-98.224,0,Oaxaca,Santa Cruz de Bravo,1.61,95.0,23.9,28.16,13.34,7.54,2022-05-28
95.8,Cielo cubierto,6,Sur,159.94,20220529T00,20,376,17.5814,-98.224,1,Oaxaca,Santa Cruz de Bravo,1.87,95.0,20.58,27.43,14.69,6.92,2022-05-29
95.82,Cielo cubierto,6,Sureste,128.16,20220530T00,20,376,17.5814,-98.224,2,Oaxaca,Santa Cruz de Bravo,2.37,95.0,13.32,26.56,15.92,5.84,2022-05-30
88.92,Cielo cubierto,6,Sureste,151.37,20220531T00,20,376,17.5814,-98.224,3,Oaxaca,Santa Cruz de Bravo,4.47,95.0,14.57,25.52,14.1,4.94,2022-05-31
95.79,Cielo cubierto,6,Este,71.67,20220528T00,20,380,16.9595,-96.5849,0,Oaxaca,Santa Cruz Papalutla,0.28,95.0,12.41,21.17,14.44,6.67,2022-05-28
95.83,Cielo cubierto,6,Este,105.57,20220529T00,20,380,16.9595,-96.5849,1,Oaxaca,Santa Cruz Papalutla,4.76,95.0,17.42,23.55,14.55,8.46,2022-05-29
95.83,Cielo cubierto,6,Sur,171.5,20220530T00,20,380,16.9595,-96.5849,2,Oaxaca,Santa Cruz Papalutla,41.08,95.0,27.64,18.52,14.06,9.01,2022-05-30
91.67,Cielo cubierto,6,Sur,160.53,20220531T00,20,380,16.9595,-96.5849,3,Oaxaca,Santa Cruz Papalutla,3.6,95.0,6.61,18.94,13.97,3.44,2022-05-31
95.47,Cielo cubierto,6,Este,82.05,20220528T00,20,381,17.8277,-98.1508,0,Oaxaca,Santa Cruz Tacache de Mina,0.17,80.0,27.92,31.57,14.79,9.25,2022-05-28
95.72,Cielo cubierto,6,Sureste,141.29,20220529T00,20,381,17.8277,-98.1508,1,Oaxaca,Santa Cruz Tacache de Mina,0.2,0.0,17.95,30.96,16.03,6.33,2022-05-29
95.83,Cielo cubierto,6,Este,79.21,20220530T00,20,381,17.8277,-98.1508,2,Oaxaca,Santa Cruz Tacache de Mina,0.34,0.0,21.24,29.23,17.92,7.88,2022-05-30
88.93,Cielo cubierto,6,Sur,167.84,20220531T00,20,381,17.8277,-98.1508,3,Oaxaca,Santa Cruz Tacache de Mina,0.74,80.0,16.58,27.03,15.25,5.19,2022-05-31
95.53,Cielo cubierto,6,Noreste,64.05,20220528T00,20,382,16.9189,-97.4922,0,Oaxaca,Santa Cruz Tacahua,3.05,95.0,16.12,26.44,13.47,7.15,2022-05-28
95.66,Cielo cubierto,6,Este,105.07,20220529T00,20,382,16.9189,-97.4922,1,Oaxaca,Santa Cruz Tacahua,6.46,95.0,11.78,26.09,13.51,6.2,2022-05-29
95.83,Cielo cubierto,6,Sureste,123.17,20220530T00,20,382,16.9189,-97.4922,2,Oaxaca,Santa Cruz Tacahua,12.23,95.0,16.61,22.53,13.35,5.62,2022-05-30
90.63,Cielo cubierto,6,Sureste,149.91,20220531T00,20,382,16.9189,-97.4922,3,Oaxaca,Santa Cruz Tacahua,15.23,95.0,7.79,22.58,13.51,3.39,2022-05-31
95.66,Cielo cubierto,6,Este,90.94,20220528T00,20,385,17.0273,-96.7344,0,Oaxaca,Santa Cruz Xoxocotlán,0.29,0.0,15.2,24.1,14.4,4.76,2022-05-28
95.83,Cielo cubierto,6,Sureste,128.83,20220529T00,20,385,17.0273,-96.7344,1,Oaxaca,Santa Cruz Xoxocotlán,3.26,95.0,20.9,25.6,14.5,7.41,2022-05-29
95.83,Cielo cubierto,6,Suroeste,208.62,20220530T00,20,385,17.0273,-96.7344,2,Oaxaca,Santa Cruz Xoxocotlán,26.34,95.0,37.2,19.8,14.2,7.84,2022-05-30
91.67,Cielo cubierto,6,Noroeste,324.2,20220531T00,20,385,17.0273,-96.7344,3,Oaxaca,Santa Cruz Xoxocotlán,3.32,95.0,9.9,19.7,13.3,4.75,2022-05-31
95.69,Cielo cubierto,6,Noreste,49.01,20220528T00,20,387,16.7866,-96.7972,0,Oaxaca,Santa Gertrudis,0.24,0.0,15.84,23.4,14.45,6.52,2022-05-28
95.83,Cielo cubierto,6,Este,106.0,20220529T00,20,387,16.7866,-96.7972,1,Oaxaca,Santa Gertrudis,3.34,95.0,15.43,25.12,14.6,6.41,2022-05-29
95.83,Cielo cubierto,6,Sureste,140.84,20220530T00,20,387,16.7866,-96.7972,2,Oaxaca,Santa Gertrudis,26.99,95.0,37.06,20.58,14.69,7.94,2022-05-30
91.66,Cielo cubierto,6,Sureste,146.98,20220531T00,20,387,16.7866,-96.7972,3,Oaxaca,Santa Gertrudis,4.48,95.0,9.54,21.41,13.94,3.82,2022-05-31
95.72,Cielo cubierto,6,Este,80.35,20220528T00,20,390,17.0641,-96.6947,0,Oaxaca,Santa Lucía del Camino,0.7,20.0,14.06,22.57,14.16,5.47,2022-05-28
95.83,Cielo cubierto,6,Sureste,117.02,20220529T00,20,390,17.0641,-96.6947,1,Oaxaca,Santa Lucía del Camino,4.41,95.0,18.19,24.47,14.25,7.6,2022-05-29
95.83,Cielo cubierto,6,Sur,185.21,20220530T00,20,390,17.0641,-96.6947,2,Oaxaca,Santa Lucía del Camino,29.93,95.0,32.23,18.98,13.82,8.19,2022-05-30
91.66,Cielo cubierto,6,Suroeste,224.68,20220531T00,20,390,17.0641,-96.6947,3,Oaxaca,Santa Lucía del Camino,4.84,95.0,8.61,19.01,13.22,4.19,2022-05-31
95.69,Cielo cubierto,6,Este,77.49,20220528T00,20,399,17.1029,-96.7793,0,Oaxaca,Santa María Atzompa,0.35,0.0,14.7,22.16,13.38,5.34,2022-05-28
95.8,Cielo cubierto,6,Este,111.72,20220529T00,20,399,17.1029,-96.7793,1,Oaxaca,Santa María Atzompa,5.95,95.0,16.29,24.88,13.85,6.6,2022-05-29
95.83,Cielo cubierto,6,Sur,191.37,20220530T00,20,399,17.1029,-96.7793,2,Oaxaca,Santa María Atzompa,24.02,95.0,32.54,19.1,13.68,7.88,2022-05-30
91.59,Cielo cubierto,6,Suroeste,243.82,20220531T00,20,399,17.1029,-96.7793,3,Oaxaca,Santa María Atzompa,2.84,95.0,9.67,18.85,12.71,4.95,2022-05-31
95.24,Cielo cubierto,6,Noreste,65.31,20220528T00,20,404,17.5252,-97.2835,0,Oaxaca,Santa María Chachoápam,0.57,95.0,27.92,22.85,9.03,12.51,2022-05-28
95.81,Cielo cubierto,6,Este,79.13,20220529T00,20,404,17.5252,-97.2835,1,Oaxaca,Santa María Chachoápam,5.98,95.0,18.01,24.13,11.46,7.91,2022-05-29
95.83,Cielo cubierto,6,Noreste,63.97,20220530T00,20,404,17.5252,-97.2835,2,Oaxaca,Santa María Chachoápam,6.91,95.0,27.11,18.77,11.55,8.82,2022-05-30
91.55,Cielo cubierto,6,Noreste,51.91,20220531T00,20,404,17.5252,-97.2835,3,Oaxaca,Santa María Chachoápam,1.41,95.0,11.14,16.43,11.33,5.28,2022-05-31
93.49,Cielo cubierto,6,Este,80.69,20220528T00,20,408,17.3518,-97.5938,0,Oaxaca,Santa María del Rosario,1.2,95.0,19.27,22.85,10.04,9.63,2022-05-28
95.82,Cielo cubierto,6,Este,95.49,20220529T00,20,408,17.3518,-97.5938,1,Oaxaca,Santa María del Rosario,4.44,95.0,11.4,24.09,12.26,6.26,2022-05-29
95.83,Cielo cubierto,6,Este,69.33,20220530T00,20,408,17.3518,-97.5938,2,Oaxaca,Santa María del Rosario,2.3,95.0,15.92,20.57,11.78,6.38,2022-05-30
91.55,Cielo cubierto,6,Este,101.98,20220531T00,20,408,17.3518,-97.5938,3,Oaxaca,Santa María del Rosario,1.49,95.0,8.28,18.49,11.5,4.03,2022-05-31
94.86,Cielo cubierto,6,Noreste,52.74,20220528T00,20,430,17.1425,-97.3951,0,Oaxaca,Santa Marí Tataltepec,0.13,20.0,19.07,23.51,11.45,9.46,2022-05-28
95.55,Cielo cubierto,6,Este,82.71,20220529T00,20,430,17.1425,-97.3951,1,Oaxaca,Santa Marí Tataltepec,2.81,95.0,14.65,25.24,12.59,6.89,2022-05-29
